abbrev	abstractCompound	charge	creationDate	deltaG	deltaGErr	formula	id	mass	modificationDate	name	owner	pKa	pKb	public	scope	stringcode	structuralCues
5-Methyl-3-oxo-4-hexenoyl-CoA		-3	1280902482	-789.31	3.62955	C28H41N7O18P3S	cpd15175	888	1280902482	5-Methyl-3-oxo-4-hexenoyl-CoA	master			1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(C(OCH(C(CH3CH3))))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|WCH2W:7|prim_phos:1|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|WCH3:4|WketoneW:4|WCHdblW:1|WdblCWW:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|OCCC:1|HeteroAromatic:2
3-Fluorocatechol		0	1280902482	-90.36	1.64751	C6H5O2F	cpd15176	128	1280902482	3-Fluorocatechol	master			1		CH(CH(C(FC(OHC(OHCH{1})))))<1>	BWWCdblW:3|BWCHdblW:3|PrimOH:2|BenzF:1|Origin:1
4-Fluorocatechol		0	1280902482	-90.36	1.64751	C6H5O2F	cpd15177	128	1280902482	4-Fluorocatechol	master			1		CH(CH(C(OHC(OHCH(C(F){1})))))<1>	BWWCdblW:3|BWCHdblW:3|PrimOH:2|BenzF:1|Origin:1
3-Fluoro-cis,cis-muconate		-2	1280902482	10000000	10000000	C6H3O4F	cpd15178	158	1280902482	3-Fluoro-cis,cis-muconate	master			1		(C(FCH(C(OHO)))CH(CH(C(OHO))))	WCHdblW:3|WCOOn:2|WdblCWW:1|WF:1|Origin:1|OCCC:2|CCCC:1
2-Fluoro-cis,cis-muconate		-2	1280902482	10000000	10000000	C6H3O4F	cpd15179	158	1280902482	2-Fluoro-cis,cis-muconate	master			1		(CH(C(FC(OHO)))CH(CH(C(OHO))))	WdblCWW:1|WCOOn:2|WCHdblW:3|WF:1|Origin:1|OCCC:2|CCCC:1
4-Fluoromuconolactone		-1	1280902482	10000000	10000000	C6H4O4F	cpd15180	159	1280902482	4-Fluoromuconolactone	master			1		C(FCH2(C(OHO))CH(CH(C(OO{1}))))<1>	RWWCWW:1|RWOCOW:1|RWCHdblW:2|WCH2W:1|WCOOn:1|WF:1|Origin:1|OCCC:1
5-Fluoromuconolactone		-1	1280902482	10000000	10000000	C6H4O4F	cpd15181	159	1280902482	5-Fluoromuconolactone	master			1		CH(CH(FC(OHO))CH(CH(C(OO{1}))))<1>	RWCHWW:1|RWOCOW:1|RWCHdblW:2|WWCHW:1|WCOOn:1|WF:1|Origin:1|OCCC:1
3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate		-1	1280902482	10000000	10000000	C7H6O4F	cpd15182	173	1280902482	3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate	master			1		CH(OHC(OHC(OHO)CH(CH(CH(C(F){1})))))<1>	RWWCWW:1|RWCHWW:1|RWCHdblW:3|WCOOn:1|RWCdblWW:1|WF:1|PrimOH:2|Origin:1|CCCC:1
5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate		-1	1280902482	10000000	10000000	C7H6O4F	cpd15183	173	1280902482	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate	master			1		CH(OHC(OHC(OHO)CH(C(FCH(CH{1})))))<1>	RWWCWW:1|RWCHdblW:3|RWCHWW:1|WCOOn:1|RWCdblWW:1|WF:1|PrimOH:2|Origin:1|CCCC:1
4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate		-1	1280902482	10000000	10000000	C7H6O4F	cpd15184	173	1280902482	4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate	master			1		CH(OHC(OHC(OHO)CH(CH(C(FCH{1})))))<1>	RWWCWW:1|RWCHWW:1|RWCHdblW:3|WCOOn:1|RWCdblWW:1|WF:1|PrimOH:2|Origin:1|CCCC:1
6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate		-1	1280902482	10000000	10000000	C7H6O4F	cpd15185	173	1280902482	6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate	master			1		CH(OHC(OHC(OHO)C(FCH(CH(CH{1})))))<1>	RWWCWW:1|RWCHWW:1|RWCdblWW:1|WCOOn:1|RWCHdblW:3|PrimOH:2|WF:1|Origin:1|CCCC:1
2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate		-1	1280902482	10000000	10000000	C7H6O4F	cpd15186	173	1280902482	2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate	master			1		C(OHC(OHO)C(OHFCH(CH(CH(CH{1})))))<1>	RWWCWW:2|RWCHdblW:4|WCOOn:1|PrimOH:2|WF:1|Origin:1|CCCC:1
4-Fluorocyclohexadiene-cis,cis-1,2-diol		0	1280902482	10000000	10000000	C6H7O2F	cpd15187	130	1280902482	4-Fluorocyclohexadiene-cis,cis-1,2-diol	master			1		CH(OHCH(OHCH(C(FCH(CH{1})))))<1>	RWCHdblW:3|RWCHWW:2|RWCdblWW:1|WF:1|PrimOH:2|Origin:1|CCCC:1
1-Fluorocyclohexadiene-cis,cis-1,2-diol		0	1280902482	10000000	10000000	C6H7O2F	cpd15188	130	1280902482	1-Fluorocyclohexadiene-cis,cis-1,2-diol	master			1		CH(OHC(OHFCH(CH(CH(CH{1})))))<1>	RWCHdblW:4|RWCHWW:1|RWWCWW:1|WF:1|PrimOH:2|Origin:1|CCCC:1
4-Fluorophenol		0	1280902482	-50.88	1.52249	C6H5OF	cpd15189	112	1280902482	4-Fluorophenol	master			1		CH(CH(C(OHCH(CH(C(F){1})))))<1>	BWCHdblW:4|BWWCdblW:2|BenzF:1|PrimOH:1|Origin:1
Astaxanthin diester		0	1280902482	10000000	10000000	C42H50O6R2	cpd15190	652	1280902482	Astaxanthin diester	master			1		CH2(CH(O(C(RO))C(OC(CH3C(C(CH3CH3){1}CH(CH(C(CH3CH(CH(CH(C(CH3CH(CH(CH(CH(C(CH3CH(CH(CH(C(CH3CH(CH(C(C(CH3CH3CH2(CH(O(C(RO))C(OC(CH3){22})))))<22>)))))))))))))))))))))))<1>	RWCdblWW:4|RWWCWW:2|WCHdblW:14|RWCH2W:2|WCH3:10|RWWCdblO:2|RWCHWW:2|WdblCWW:4|WOCOW:2|RW:2|Origin:1|OCCC:2|CCCC:10
12dgr_SC		0	1280902482	10000000	10000000	C5H6O5R2	cpd15192	148	1280902482	1,2-Diacylglycerol, yeast-specific	master			1		(CH(O(C(RO))CH2(OH))CH2(O(C(RO))))	WWCHW:1|WCH2W:2|WOCOW:2|PrimOH:1|RW:2|Origin:1
1agly3p_SC		-1	1280902482	10000000	10000000	C4H5O7PR	cpd15193	197	1280902482	1-Acyl-glycerone 3-phosphate, yeast-specific	master			1		C(OCH2(O(P(OHOHO)))CH2(O(C(RO))))	prim_phos:1|WCH2W:2|WketoneW:1|WOCOW:1|RW:1|Origin:1
2hhxdal		0	1280902482	-49.41	1.1751	C16H32O2	cpd15197	256	1280902482	2-Hydroxy-hexadecanal	master			1		CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))CH2(CH2(CH2(CH2(CH2(CH(OHCH(O))))))))	WWCHW:1|WCH2W:13|WCHdblO:1|WCH3:1|PrimOH:1|Origin:1
2ohph_5		0	1280902482	115.91	3.21534	C36H54O2	cpd15198	518	1280902482	2-Octaprenyl-6-hydroxyphenol (5 repeating units)	master			1		CH(CH(C(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH3)))))))))))))))))))))))C(OHC(OHCH{1})))))<1>	WCH3:7|WCH2W:11|WCHdblW:6|WdblCWW:6|BWWCdblW:3|BWCHdblW:3|PrimOH:2|Origin:1
2ombzl_5		0	1280902482	91.08	3.3568	C37H56O3	cpd15199	548	1280902482	2-Octaprenyl-6-methoxy-1,4-benzoquinol (5 repeating units)	master			1		CH(C(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH3)))))))))))))))))))))))C(OHC(O(CH3)CH(C(OH){1})))))<1>	WCH3:8|WCH2W:11|WCHdblW:6|WdblCWW:6|BWWCdblW:4|BWCHdblW:2|PrimOH:2|WOW:1|Origin:1
2omhmbl_5		0	1280902482	49.97	3.66445	C38H58O4	cpd15200	578	1280902482	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol (5 repeating units)	master			1		C(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH3)))))))))))))))))))))))C(CH3C(OHC(OHC(O(CH3)C(OH){1})))))<1>	WCH2W:11|WCHdblW:6|WdblCWW:6|WCH3:9|BWWCdblW:6|PrimOH:3|WOW:1|Origin:1
2ommbl_5		0	1280902482	89.45	3.50589	C38H58O3	cpd15201	562	1280902482	2-Octaprenyl3-methyl-6-methoxy-1,4-benzoquinol (5 repeating units)	master			1		CH(C(O(CH3)C(OHC(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH3)))))))))))))))))))))))C(CH3C(OH){1})))))<1>	WCH3:9|WCH2W:11|WCHdblW:6|WdblCWW:6|BWWCdblW:5|PrimOH:2|BWCHdblW:1|WOW:1|Origin:1
2omph_5		0	1280902482	130.56	3.26121	C37H56O2	cpd15202	532	1280902482	2-Octaprenyl-6-methoxyphenol (5 repeating units)	master			1		CH(CH(C(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH3)))))))))))))))))))))))C(OHC(O(CH3)CH{1})))))<1>	WCH3:8|WCH2W:11|WCHdblW:6|WdblCWW:6|BWWCdblW:3|BWCHdblW:3|PrimOH:1|WOW:1|Origin:1
2oph_5		0	1280902482	155.39	3.15311	C36H54O	cpd15203	502	1280902482	2-Octaprenylphenol (5 repeating units)	master			1		CH(CH(CH(C(OHC(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH3)))))))))))))))))))))))CH{1})))))<1>	WCH3:7|WCH2W:11|WCHdblW:6|WdblCWW:6|BWWCdblW:2|BWCHdblW:4|PrimOH:1|Origin:1
3hodcoa		-3	1280902482	-797.95	3.97035	C39H67N7O18P3S	cpd15204	1046	1280902482	(S)-3-Hydroxyoctadecanoyl-CoA	master			1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(CH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:3|RWCdblWW:1|prim_phos:1|WCH2W:21|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:2|WCH3:3|WketoneW:3|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
3hxccoa		-3	1280902482	-784.99	4.34134	C47H83N7O18P3S	cpd15205	1158	1280902482	(S)-3-Hydroxyhexacosyl-CoA	master			1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(CH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	WCH2W:29|WWCHW:2|WketoneW:3|WCH3:3|RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:3|RWCdblWW:1|prim_phos:1|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
3ohxccoa		-3	1280902482	-776.97	4.35022	C47H81N7O18P3S	cpd15207	1156	1280902482	3-Oxohexacosyl-CoA	master			1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(C(OCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	WCH2W:29|WketoneW:4|WCH3:3|RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|prim_phos:1|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
3ophb_5		-1	1280902482	72.76	3.21881	C37H53O3	cpd15208	545	1280902482	3-Octaprenyl-4-hydroxybenzoate (5 repeating units)	master			1		CH(CH(C(OHC(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH2(CH2(CH(C(CH3CH3)))))))))))))))))))))))CH(C(C(OHO)){1})))))<1>	WCH3:7|WCH2W:11|WCHdblW:6|WdblCWW:6|BWWCdblW:3|BWCHdblW:3|PrimOH:1|WCOOn:1|Origin:1|OCCC:1
44mctr		0	1280902482	57.44	6.99681	C29H46O	cpd15209	410	1280902482	4,4-dimethylcholesta-8,14,24-trienol	master			1		CH2(CH(CH(CH3CH2(CH2(CH(C(CH3CH3)))))C(CH3CH2(CH2(C(C(CH3CH2(CH2(CH(OHC(CH3CH3CH(CH2(CH2(C(C(CH{1}){11}){16}))){12})))))<12>)<16>)))<11>))<1>	RWWCWW:1|RWCHWW:2|RWCH2W:7|TWWCHW:1|TWWCWW:2|TWWCdblW:3|RWCHdblW:1|WCH3:7|PrimOH:1|WWCHW:1|WCH2W:2|WCHdblW:1|WdblCWW:1|Origin:1|CCCC:1
44mzym		0	1280902482	42.88	6.88913	C29H48O	cpd15210	412	1280902482	4,4-dimethylzymosterol	master			1		CH2(CH2(CH(CH(CH3CH2(CH2(CH(C(CH3CH3)))))C(CH3CH2(CH2(C(C(CH3CH2(CH2(CH(OHC(CH3CH3CH(CH2(CH2(C(CH{1,13}){17}))){14})))))<14>)<17>)))<13>)))<1>	RWWCWW:1|RWCHWW:2|RWCH2W:8|TWWCHW:2|TWWCWW:2|TWWCdblW:2|WCH3:7|PrimOH:1|WWCHW:1|WCH2W:2|WCHdblW:1|WdblCWW:1|Origin:1
4mzym_int1		-1	1280902482	-36.57	6.87881	C29H45O3	cpd15212	441	1280902482	intermediate-methylzymosterol-I	master			1		CH2(CH2(CH(CH(CH3CH2(CH2(CH(C(CH3CH3)))))C(CH3CH2(CH2(C(C(CH3CH2(CH2(CH(OHC(CH3C(OHO)CH(CH2(CH2(C(CH{1,13}){17}))){14})))))<14>)<17>)))<13>)))<1>	RWWCWW:1|RWCHWW:2|RWCH2W:8|TWWCHW:2|TWWCWW:2|TWWCdblW:2|WCH3:6|PrimOH:1|WWCHW:1|WCH2W:2|WCHdblW:1|WdblCWW:1|WCOOn:1|Origin:1
4mzym_int2		0	1280902482	50.76	6.87013	C28H44O	cpd15213	396	1280902482	intermediate-methylzymosterol-II	master			1		CH2(CH2(CH(CH(CH3CH2(CH2(CH(C(CH3CH3)))))C(CH3CH2(CH2(C(C(CH3CH2(CH2(C(OCH(CH3CH(CH2(CH2(C(CH{1,13}){16}))){14})))))<14>)<16>)))<13>)))<1>	RWCHWW:2|RWWCdblO:1|RWCH2W:8|TWWCHW:2|TWWCWW:2|TWWCdblW:2|WCH3:6|WWCHW:1|WCH2W:2|WCHdblW:1|WdblCWW:1|Origin:1
alpam		1	1280902482	-22.464	1.28636	C9H21N2OS2	cpd15217	237	1280902482	S-aminomethyldihydrolipoamide	master			1		(CH2(CH(S(CH2(NH2))CH2(CH2(SH))))CH2(CH2(CH2(C(ONH2)))))	WWCHW:1|WCH2W:7|WketoneW:1|WSH:1|WSW:1|WNH3:1|amide:1|WNH2:1|Origin:1
ap4g		-4	1280902482	-916.15	5.70717	C20H24N10O20P4	cpd15218	848	1280902482	P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate	master			1		CH2(CH(CH(OHCH(OHCH(N(CH(N(C(C(N(CH(N(C(NH2){14})))){22})<14>)))<22>O{3}))))<3>O(P(OHOO(P(OHOO(P(OHOO(P(OHOO(CH2(CH(CH(OHCH(OHCH(N(CH(N(C(C(N(C(NH2NH(C(O){15})))){23})<15>)))<23>O{4}))))<4>)))))))))))	RWWNW:2|TWWCdblW:4|RWCHWW:8|RWCHdblW:3|RWdblNW:5|RWOW:2|RWCdblWW:2|PrimOH:4|WNH2:2|WCH2W:2|WPO4nW:1|mid_phos:3|RWWCdblO:1|amide:1|RWNHW:1|Origin:1|OCCC:1|CCNC:1|HeteroAromatic:3
cer1_24		0	1280902482	-52.4	3.34317	C42H85NO3	cpd15220	651	1280902482	Ceramide-1 Sphinganine:n-C24:0)	master			1		(CH2(CH2(C(ONH(CH(CH2(OH)CH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))	WWCHW:2|WCH2W:37|PrimOH:2|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
cer1_26		0	1280902482	-49.16	3.51405	C44H89NO3	cpd15221	679	1280902482	Ceramide-1 Sphinganine:n-C26:0)	master			1		(CH2(CH2(CH2(C(ONH(CH(CH2(OH)CH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))	WWCHW:2|WCH2W:39|PrimOH:2|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
cer2'_24		0	1280902482	-90.44	3.28793	C42H85NO4	cpd15222	667	1280902482	Ceramide-2' Sphinganine:n-C24:0OH)	master			1		(CH2(CH(OHC(ONH(CH(CH2(OH)CH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))	WWCHW:3|WCH2W:36|PrimOH:3|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
cer2'_26		0	1280902482	-87.2	3.45708	C44H89NO4	cpd15223	695	1280902482	Ceramide-2' Sphinganine:n-C26:0OH)	master			1		(CH2(CH2(CH(OHC(ONH(CH(CH2(OH)CH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))	WWCHW:3|WCH2W:38|PrimOH:3|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
cer2_24		0	1280902482	-90.44	3.28793	C42H85NO4	cpd15224	667	1280902482	Ceramide-2 Phytosphingosine:n-C24:0)	master			1		(CH2(CH2(C(ONH(CH(CH2(OH)CH(OHCH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))	WWCHW:3|WCH2W:36|PrimOH:3|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
cer2_26		0	1280902482	-87.2	3.45708	C44H89NO4	cpd15225	695	1280902482	Ceramide-2 Phytosphingosine:n-C26:0)	master			1		(CH2(CH2(CH2(C(ONH(CH(CH2(OH)CH(OHCH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))	WWCHW:3|WCH2W:38|PrimOH:3|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
cer3_24		0	1280902482	-128.48	3.24625	C42H85NO5	cpd15226	683	1280902482	Ceramide-3 Phytosphingosine:n-C24:0OH)	master			1		(CH2(CH(OHC(ONH(CH(CH2(OH)CH(OHCH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))	WWCHW:4|WCH2W:35|PrimOH:4|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
cer3_26		0	1280902482	-125.24	3.41295	C44H89NO5	cpd15227	711	1280902482	Ceramide-3 Phytosphingosine:n-C26:0OH)	master			1		(CH2(CH2(CH(OHC(ONH(CH(CH2(OH)CH(OHCH(OHCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))	WWCHW:4|WCH2W:37|PrimOH:4|WCH3:2|WketoneW:1|amide:1|WNHW:1|Origin:1
dagpy_SC		-2	1280902482	10000000	10000000	C5H6O11P2R2	cpd15229	306	1280902482	diacylglycerol-pyrophosphate	master			1		CH2(O(P(OHO(P(OHOHO))O))CH(O(C(RO))CH2(O(C(RO)))))	prim_phos:1|mid_phos:1|WCH2W:2|WWCHW:1|WOCOW:2|RW:2|Origin:1
gluala		-1	1280902482	-194.9	0.801736	C8H13N2O5	cpd15236	217	1280902482	5-L-Glutamyl-L-alanine	master			1		(C(ONH(CH(CH3C(OHO))))CH2(CH2(CH(NH2C(OHO)))))	WCOOn:2|WWCHW:2|WCH3:1|WketoneW:1|WCH2W:2|WNH3:1|amide:1|WNHW:1|Origin:1
hdcea	cpd00487	-1	1280902482	-41.71	1.16984	C16H29O2	cpd15237	253	1280902482	hexadecenoate	master			1		CH2(CH2(CH2(CH2(CH2(CH2(CH2(C(OHO)))))))CH(CH(CH2(CH2(CH2(CH2(CH2(CH3))))))))	WCH2W:12|WCHdblW:2|WCOOn:1|WCH3:1|Origin:1
hdcoa		-3	1280902482	-740.79	3.86606	C37H61N7O17P3S	cpd15238	1000	1280902482	Hexadecenoyl-CoA	master			1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH(CH(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	WCH2W:18|WCHdblW:2|WketoneW:3|WCH3:3|RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|prim_phos:1|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
hdeACP	cpd11628	-1	1280902482	10000000	10000000	C27H49N2O8PRS	cpd15239	593	1280902482	Hexadecenoyl-ACP	master			1		(C(OCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH(CH(CH2(CH2(CH2(CH2(CH2(CH3)))))))))))))))S(CH2(CH2(NH(C(OCH2(CH2(NH(C(OCH(OHC(CH3CH3CH2(O(P(OHO(R)O)))))))))))))))	WCH2W:17|WCHdblW:2|WketoneW:3|WCH3:3|WPO4nW:1|WWCWW:1|WWCHW:1|PrimOH:1|RW:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1
hexc	cpd00487	-1	1280902482	-47.87	2.11293	C26H51O2	cpd15240	395	1280902482	hexacosanoate	master			1		CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(C(OHO)))))))))))))	WCH2W:24|WCOOn:1|WCH3:1|Origin:1
hexccoa	cpd11611	-3	1280902482	-746.95	4.37635	C47H83N7O17P3S	cpd15241	1142	1280902482	Hexacosanoyl-CoA	master			1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH3))))))))))))))))))))))))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	WCH2W:30|WketoneW:3|WCH3:3|RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|prim_phos:1|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
